amount,description,date,category_id,category_name
-84.0,Grocery shopping at Whole Foods,2024-07-18,1,Food & Dining
6600.3033287452245,Refund - Amazon,2024-04-20,8,Income
5922.017874446,Investment dividend - Tip,2023-09-23,8,Income
-49.95,Snacks at 7-Eleven,2024-04-15,1,Food & Dining
-93.7925587087913,Netflix subscription,2025-08-26,4,Entertainment
2674.4109327369915,Freelance payment - Small Business,2024-05-29,8,Income
-265.99,Target - clothing,2024-05-03,3,Shopping
4936.751628543301,Bonus payment,2024-09-26,8,Income
-124.83126329631057,Spotify Premium,2024-05-17,4,Entertainment
-74.16814224925649,Lyft to office,2024-10-26,2,Transportation
-1280.4330784737137,Retirement contribution,2025-05-21,9,Savings
-78.95,Takeout from Pizza Hut,2024-04-13,1,Food & Dining
-14.95,Lunch at McDonald's,2024-08-07,1,Food & Dining
-172.77741541100272,Spotify Premium,2024-10-03,4,Entertainment
-999,Electric bill - April,2024-09-11,5,Bills & Utilities
-39.34875765591405,Lyft to hospital,2025-06-25,2,Transportation
-134,Internet service - Verizon,2025-09-19,5,Bills & Utilities
-14.99,Uber Eats delivery - Online,2025-01-13,1,Food & Dining
-648.1264374103437,Airbnb - Chicago,2023-10-26,7,Travel
-315,Internet service - Comcast,2024-11-11,5,Bills & Utilities
-10.931,Uber ride to office,2024-11-26,2,Transportation
4431.000255092246,Investment dividend,2024-07-26,8,Income
-54.49,Takeout from Taco Bell,2024-10-18,1,Food & Dining
-40.03337592564674,Prescription - pain relief,2023-12-31,6,Healthcare
-67.95,Grubhub delivery,2023-11-01,1,Food & Dining
-61.95,Dinner at Panera,2024-06-21,1,Food & Dining
-8.613137828432093,Toll road payment,2024-06-30,2,Transportation
-1278,Internet service - Verizon,2023-10-25,5,Bills & Utilities
-48.59742663031201,Lyft to office,2025-02-22,2,Transportation
-2414,Internet service - Comcast - -2414,2024-02-29,5,Bills & Utilities
-55.95,Grocery shopping at Walmart,2025-04-06,1,Food & Dining
-544.99,Walmart - toys,2024-11-26,3,Shopping
-38.5,Dinner at Taco Bell - Refund,2023-12-02,1,Food & Dining
6435.309043793939,Investment dividend,2024-10-29,8,Income
-803.409248064053,Rental car - Enterprise,2025-06-19,7,Travel
-1969,Phone bill - Verizon,2025-05-18,5,Bills & Utilities
-801,Insurance payment - auto,2024-10-02,5,Bills & Utilities
-61.763,Uber ride to mall,2025-06-01,2,Transportation
-624.99,Walmart - clothing - Refund,2024-09-08,3,Shopping
-83.51794177435747,Toll road payment - -83.51794177435747,2024-06-26,2,Transportation
-1750,Electric bill - June,2025-09-21,5,Bills & Utilities
-758.99,Target - clothing,2024-02-09,3,Shopping
-147.0251281197605,Pharmacy - prescription,2024-03-08,6,Healthcare
-6.95,Grocery shopping at Safeway,2024-05-11,1,Food & Dining
-273.99,Walmart - electronics,2025-05-18,3,Shopping
-771.2566924674876,Pharmacy - antibiotics,2024-12-17,6,Healthcare
-379.9477338128436,Walmart - home goods,2024-07-12,3,Shopping
-14.870254608552871,Uber ride to downtown,2024-12-07,2,Transportation
-45.99691297131152,Gas at Circle K,2024-04-09,2,Transportation
-550.4261730525923,Investment deposit,2023-10-30,9,Savings
-64.71625276496154,Uber ride to airport,2025-08-02,2,Transportation
-1486,Insurance payment - auto,2025-08-29,5,Bills & Utilities
-52.95,Coffee at Caribou Coffee - Location 32,2024-05-11,10,Miscellaneous
-62.0,Lunch at Chipotle,2024-11-28,1,Food & Dining
-49.95,Takeout from Panera,2023-09-26,1,Food & Dining
-86.08864304245617,Amazon purchase - books,2025-04-14,3,Shopping
-22.513792221416985,Netflix subscription,2024-02-25,4,Entertainment
-27.567446813663754,Gas at Circle K,2025-03-07,2,Transportation
-59.51191297134651,Gas at BP,2023-09-24,2,Transportation
4661.726076172595,Bonus payment,2024-10-12,8,Income
-655.1440481907305,Target - toys,2024-09-08,3,Shopping
-50.83673764126447,Uber ride to mall,2025-07-25,2,Transportation
-2437.552360855463,Rental car - Budget - Location 62,2025-08-08,7,Travel
-652.3751376960165,Hotel booking - Chicago,2024-12-09,7,Travel
-734.99,Target - toys,2024-06-03,3,Shopping
-240.54962429505787,Video game - Call of Duty,2024-11-13,4,Entertainment
-61.49,Snacks at BP,2023-12-30,1,Food & Dining
-25.49,Grocery shopping at Trader Joe's,2025-07-06,1,Food & Dining
-31.95,Breakfast at Coffee Bean,2024-10-20,1,Food & Dining
1205.7775254072078,Refund - Target,2024-10-10,8,Income
-425.99,Target - electronics,2025-01-11,3,Shopping
2516.199051677299,Refund - Restaurant,2024-10-22,8,Income
-55.99,Walmart - books,2023-09-22,3,Shopping
-2028.2322736095398,Airbnb - Chicago,2025-12-13,7,Travel
-590.5031101138042,Prescription - antibiotics,2023-10-04,6,Healthcare
-153.10251001414744,Video game - Fortnite,2025-03-05,4,Entertainment
5465.422391080548,Bonus payment,2024-09-03,8,Income
-42.17921223604055,Metro card reload - Store 21,2025-08-24,2,Transportation
-79.5,Breakfast at Corner Cafe,2024-12-17,1,Food & Dining
-873.99,Online order from Best Buy,2024-08-22,3,Shopping
-81.5,Grocery shopping at Target,2023-11-19,1,Food & Dining
-894.3100886739749,Amazon purchase - home goods,2025-04-04,3,Shopping
-59.99,Coffee at Dunkin' - Store 52,2024-10-08,1,Food & Dining
-41.1183827410064,Toll road payment,2025-03-04,2,Transportation
-81.25081414867901,Parking at mall,2025-04-10,2,Transportation
-25.49,Coffee at Dunkin',2023-11-26,1,Food & Dining
-45.99,Dinner at Chipotle,2024-06-13,1,Food & Dining
-32.0,Coffee at Dunkin',2025-07-18,1,Food & Dining
-40.99,Coffee at Caribou Coffee,2024-07-12,1,Food & Dining
-1300,Electric bill - June - -1300,2024-03-02,5,Bills & Utilities
-51.0,Dinner at Subway,2025-07-06,1,Food & Dining
8324.477891270993,Bonus payment,2024-04-04,8,Income
-668.9782916580299,Pharmacy - vitamins,2025-05-24,6,Healthcare
-753.6848984801985,Savings account transfer,2025-06-15,9,Savings
-350,Insurance payment - home,2025-09-18,5,Bills & Utilities
-185,Internet service - Spectrum,2025-01-16,5,Bills & Utilities
-73.18770980501074,Video game - Minecraft - Credit,2025-05-27,4,Entertainment
-1176,Electric bill - May,2025-08-15,5,Bills & Utilities
-509.6817869220564,Doctor visit - orthopedics,2023-10-04,6,Healthcare
-347.99,Online order from Best Buy,2024-12-15,3,Shopping
-72.95,Postmates delivery,2024-09-02,1,Food & Dining
-61.921,Lyft to airport,2024-10-08,,
-10.49,Dinner at Panera,2024-04-21,1,Food & Dining
-3.99,Lunch at Chipotle,2024-09-03,1,Food & Dining
-71.95,Lunch at Panera,2025-06-12,1,Food & Dining
-619.165130187291,Best Buy - clothing,2024-07-04,3,Shopping
-2001,Electric bill - May,2025-09-17,5,Bills & Utilities
1535.8790806505383,Salary deposit - Tech Corp,2024-11-06,8,Income
-33.49,Uber Eats delivery,2025-03-20,10,Miscellaneous
-388.23103349681935,Walmart - clothing,2025-04-25,3,Shopping
-386.6606666898616,Walmart - electronics,2023-10-24,3,Shopping
